pid,label,order,layout,collection,thumbnail,full,題名,書名,所蔵機関,請求記号,画工名,和暦年月日,版元名,版元住所,判,形態,彩色,検印状況,主題,細目,その他書誌事項,manifest,人名,検印,その他固有件名,彫師,地名
0288,末広五十三次　府中,0288,nishikie_item,qatar,"/img/derivatives/iiif/images/0288_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0288_001/full/1140,/0/default.jpg",末広五十三次　府中,末広五十三次,東京大学史料編纂所,0380-8-(20),一雄斎国輝画,（慶応元年閏５月）(18650055550),,,大判,竪絵 １枚,錦絵,なし,長州征伐（禁門の変）,風景画,,/img/derivatives/iiif/0288/manifest.json,,,賤機山/仙元山,,府中
0289,末広五十三次　鞠子,0289,nishikie_item,qatar,"/img/derivatives/iiif/images/0289_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0289_001/full/1140,/0/default.jpg",末広五十三次　鞠子,末広五十三次,東京大学史料編纂所,0380-8-(21),芳年筆,（慶応元年閏５月）(18650055550),,,大判,竪絵 １枚,錦絵,なし,長州征伐（禁門の変）,風景画,,/img/derivatives/iiif/0289/manifest.json,,,,,鞠子
0290,末広五十三次　岡部,0290,nishikie_item,qatar,"/img/derivatives/iiif/images/0290_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0290_001/full/1140,/0/default.jpg",末広五十三次　岡部,末広五十三次,東京大学史料編纂所,0380-8-(22),芳年筆印,（慶応元年閏５月）(18650055550),,,大判,竪絵 １枚,錦絵,なし,長州征伐（禁門の変）,風景画,,/img/derivatives/iiif/0290/manifest.json,,,宇津之山,,岡部
0291,末広五十三次　藤枝,0291,nishikie_item,qatar,"/img/derivatives/iiif/images/0291_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0291_001/full/1140,/0/default.jpg",末広五十三次　藤枝,末広五十三次,東京大学史料編纂所,0380-8-(23),応需広重（二代目）画,（慶応元年閏５月）(18650055550),,,大判,竪絵 １枚,錦絵,なし,長州征伐（禁門の変）,風景画,陣笠の模様２種類あり,/img/derivatives/iiif/0291/manifest.json,,,,,藤枝
0292,末広五十三次　島田大井川,0292,nishikie_item,qatar,"/img/derivatives/iiif/images/0292_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0292_001/full/1140,/0/default.jpg",末広五十三次　島田大井川,末広五十三次,東京大学史料編纂所,0380-8-(24),芳年筆,（慶応元年閏５月）(18650055550),,,大判,竪絵 １枚,錦絵,なし,長州征伐（禁門の変）,風景画,,/img/derivatives/iiif/0292/manifest.json,,,,,島田
0293,末広五十三次　金谷,0293,nishikie_item,qatar,"/img/derivatives/iiif/images/0293_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0293_001/full/1140,/0/default.jpg",末広五十三次　金谷,末広五十三次,東京大学史料編纂所,0380-8-(25),応需広重（二代目）画,（慶応元年閏５月）(18650055550),,,大判,竪絵 １枚,錦絵,なし,長州征伐（禁門の変）,風景画,,/img/derivatives/iiif/0293/manifest.json,,,幕府陸軍,,金谷
0294,末広五十三次　日坂,0294,nishikie_item,qatar,"/img/derivatives/iiif/images/0294_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0294_001/full/1140,/0/default.jpg",末広五十三次　日坂,末広五十三次,東京大学史料編纂所,0380-8-(26),応需広重（二代目）画,（慶応元年閏５月）(18650055550),,,大判,竪絵 １枚,錦絵,なし,長州征伐（禁門の変）,風景画,,/img/derivatives/iiif/0294/manifest.json,,,夜泣石,,日坂
0295,末広五十三次　掛川,0295,nishikie_item,qatar,"/img/derivatives/iiif/images/0295_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0295_001/full/1140,/0/default.jpg",末広五十三次　掛川,末広五十三次,東京大学史料編纂所,0380-8-(27),応需広重（二代目）画,（慶応元年閏５月）(18650055550),,,大判,竪絵 １枚,錦絵,なし,長州征伐（禁門の変）,風景画,,/img/derivatives/iiif/0295/manifest.json,,,,,掛川
0296,末広五十三次　袋井,0296,nishikie_item,qatar,"/img/derivatives/iiif/images/0296_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0296_001/full/1140,/0/default.jpg",末広五十三次　袋井,末広五十三次,東京大学史料編纂所,0380-8-(28),一雄斎国輝画,（慶応元年閏５月）(18650055550),,,大判,竪絵 １枚,錦絵,なし,長州征伐（禁門の変）,風景画,,/img/derivatives/iiif/0296/manifest.json,,,,,袋井
0297,末広五十三次　見附,0297,nishikie_item,qatar,"/img/derivatives/iiif/images/0297_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0297_001/full/1140,/0/default.jpg",末広五十三次　見附,末広五十三次,東京大学史料編纂所,0380-8-(29),芳年筆,（慶応元年閏５月）(18650055550),,,大判,竪絵 １枚,錦絵,なし,長州征伐（禁門の変）,風景画,,/img/derivatives/iiif/0297/manifest.json,,,,,見附
0298,末広五十三次　浜松,0298,nishikie_item,qatar,"/img/derivatives/iiif/images/0298_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0298_001/full/1140,/0/default.jpg",末広五十三次　浜松,末広五十三次,東京大学史料編纂所,0380-8-(30),応需広重（二代目）画,（慶応元年閏５月）(18650055550),相模屋藤吉（相ト）,下谷,大判,竪絵 １枚,錦絵,なし,長州征伐（禁門の変）,風景画,丸に菱形の紋あり,/img/derivatives/iiif/0298/manifest.json,,,,,浜松
0299,末広五十三次　舞坂,0299,nishikie_item,qatar,"/img/derivatives/iiif/images/0299_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0299_001/full/1140,/0/default.jpg",末広五十三次　舞坂,末広五十三次,東京大学史料編纂所,0380-8-(31),芳年筆印,（慶応元年閏５月）(18650055550),,,大判,竪絵 １枚,錦絵,なし,長州征伐（禁門の変）,風景画,,/img/derivatives/iiif/0299/manifest.json,,,,,舞坂
0300,末広五十三次　荒井,0300,nishikie_item,qatar,"/img/derivatives/iiif/images/0300_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0300_001/full/1140,/0/default.jpg",末広五十三次　荒井,末広五十三次,東京大学史料編纂所,0380-8-(32),一雄斎国輝,（慶応元年閏５月）(18650055550),,,大判,竪絵 １枚,錦絵,なし,長州征伐（禁門の変）,風景画,,/img/derivatives/iiif/0300/manifest.json,,,御座船/常夜灯,,荒井
0301,末広五十三次　白須賀,0301,nishikie_item,qatar,"/img/derivatives/iiif/images/0301_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0301_001/full/1140,/0/default.jpg",末広五十三次　白須賀,末広五十三次,東京大学史料編纂所,0380-8-(33),応需広重（二代目）画,（慶応元年閏５月）(18650055550),,,大判,竪絵 １枚,錦絵,なし,長州征伐（禁門の変）,風景画,,/img/derivatives/iiif/0301/manifest.json,,,,,白須賀
0302,末広五十三次　二川,0302,nishikie_item,qatar,"/img/derivatives/iiif/images/0302_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0302_001/full/1140,/0/default.jpg",末広五十三次　二川,末広五十三次,東京大学史料編纂所,0380-8-(34),五雲亭貞秀画,（慶応元年閏５月）(18650055550),,,大判,竪絵 １枚,錦絵,なし,長州征伐（禁門の変）,風景画,,/img/derivatives/iiif/0302/manifest.json,,,,,二川
0303,末広五十三次　吉田,0303,nishikie_item,qatar,"/img/derivatives/iiif/images/0303_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0303_001/full/1140,/0/default.jpg",末広五十三次　吉田,末広五十三次,東京大学史料編纂所,0380-8-(35),五雲亭貞秀画,（慶応元年閏５月）(18650055550),,,大判,竪絵 １枚,錦絵,なし,長州征伐（禁門の変）,風景画,,/img/derivatives/iiif/0303/manifest.json,,,吉田大橋,,吉田
0304,末広五十三次　御油,0304,nishikie_item,qatar,"/img/derivatives/iiif/images/0304_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0304_001/full/1140,/0/default.jpg",末広五十三次　御油,末広五十三次,東京大学史料編纂所,0380-8-(36),魁斎芳年筆印,（慶応元年閏５月）(18650055550),,,大判,竪絵 １枚,錦絵,なし,長州征伐（禁門の変）,風景画,,/img/derivatives/iiif/0304/manifest.json,,,幕府陸軍,,御油
0305,末広五十三次　赤坂,0305,nishikie_item,qatar,"/img/derivatives/iiif/images/0305_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0305_001/full/1140,/0/default.jpg",末広五十三次　赤坂,末広五十三次,東京大学史料編纂所,0380-8-(37),応需広重（二代目）画,（慶応元年閏５月）(18650055550),,,大判,竪絵 １枚,錦絵,なし,長州征伐（禁門の変）,風景画,提灯の印と陣羽織の紋あり,/img/derivatives/iiif/0305/manifest.json,,,,,赤坂
0306,末広五十三次　藤川,0306,nishikie_item,qatar,"/img/derivatives/iiif/images/0306_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0306_001/full/1140,/0/default.jpg",末広五十三次　藤川,末広五十三次,東京大学史料編纂所,0380-8-(38),芳年筆印,（慶応元年閏５月）(18650055550),,,大判,竪絵 １枚,錦絵,なし,長州征伐（禁門の変）,風景画,,/img/derivatives/iiif/0306/manifest.json,,,,,藤川
0307,末広五十三次　三十九　岡崎,0307,nishikie_item,qatar,"/img/derivatives/iiif/images/0307_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0307_001/full/1140,/0/default.jpg",末広五十三次　三十九　岡崎,末広五十三次,東京大学史料編纂所,0380-8-(39),一雄斎国輝画,（慶応元年閏５月）(18650055550),,,大判,竪絵 １枚,錦絵,なし,長州征伐（禁門の変）,風景画,,/img/derivatives/iiif/0307/manifest.json,,,,,岡崎
0308,末広五十三次　四十　池鯉鮒,0308,nishikie_item,qatar,"/img/derivatives/iiif/images/0308_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0308_001/full/1140,/0/default.jpg",末広五十三次　四十　池鯉鮒,末広五十三次,東京大学史料編纂所,0380-8-(40),貞秀画,（慶応元年閏５月）(18650055550),,,大判,竪絵 １枚,錦絵,なし,長州征伐（禁門の変）,風景画,陣羽織の紋あり,/img/derivatives/iiif/0308/manifest.json,,,,,池鯉鮒
0309,末広五十三次　鳴見,0309,nishikie_item,qatar,"/img/derivatives/iiif/images/0309_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0309_001/full/1140,/0/default.jpg",末広五十三次　鳴見,末広五十三次,東京大学史料編纂所,0380-8-(41),国周画印,（慶応元年閏５月）(18650055550),,,大判,竪絵 １枚,錦絵,なし,長州征伐（禁門の変）,風景画,,/img/derivatives/iiif/0309/manifest.json,,,,彫栄,鳴海
0310,末広五十三次　宮,0310,nishikie_item,qatar,"/img/derivatives/iiif/images/0310_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0310_001/full/1140,/0/default.jpg",末広五十三次　宮,末広五十三次,東京大学史料編纂所,0380-8-(42),一雄斎国輝画,（慶応元年閏５月）(18650055550),,,大判,竪絵 １枚,錦絵,なし,長州征伐（禁門の変）,風景画,,/img/derivatives/iiif/0310/manifest.json,,,常夜灯,,宮
0311,末広五十三次　桑名,0311,nishikie_item,qatar,"/img/derivatives/iiif/images/0311_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0311_001/full/1140,/0/default.jpg",末広五十三次　桑名,末広五十三次,東京大学史料編纂所,0380-8-(43),芳年筆,（慶応元年閏５月）(18650055550),,,大判,竪絵 １枚,錦絵,なし,長州征伐（禁門の変）,風景画,,/img/derivatives/iiif/0311/manifest.json,,,,,桑名
0312,末広五十三次　四日市,0312,nishikie_item,qatar,"/img/derivatives/iiif/images/0312_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0312_001/full/1140,/0/default.jpg",末広五十三次　四日市,末広五十三次,東京大学史料編纂所,0380-8-(44),国貞筆印,（慶応元年閏５月）(18650055550),,,大判,竪絵 １枚,錦絵,なし,長州征伐（禁門の変）,風景画,,/img/derivatives/iiif/0312/manifest.json,,,,,四日市
0313,末広五十三次　石薬師,0313,nishikie_item,qatar,"/img/derivatives/iiif/images/0313_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0313_001/full/1140,/0/default.jpg",末広五十三次　石薬師,末広五十三次,東京大学史料編纂所,0380-8-(45),芳盛画,（慶応元年閏５月）(18650055550),,,大判,竪絵 １枚,錦絵,なし,長州征伐（禁門の変）,風景画,,/img/derivatives/iiif/0313/manifest.json,,,義経桜,,石薬師
0314,末広五十三次　庄野,0314,nishikie_item,qatar,"/img/derivatives/iiif/images/0314_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0314_001/full/1140,/0/default.jpg",末広五十三次　庄野,末広五十三次,東京大学史料編纂所,0380-8-(46),一雄斎国輝画,（慶応元年閏５月）(18650055550),,,大判,竪絵 １枚,錦絵,なし,長州征伐（禁門の変）,風景画,,/img/derivatives/iiif/0314/manifest.json,,,,,庄野
0315,末広五十三次　四十七　亀山,0315,nishikie_item,qatar,"/img/derivatives/iiif/images/0315_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0315_001/full/1140,/0/default.jpg",末広五十三次　四十七　亀山,末広五十三次,東京大学史料編纂所,0380-8-(47),一雄斎国輝画,（慶応元年閏５月）(18650055550),,,大判,竪絵 １枚,錦絵,なし,長州征伐（禁門の変）,風景画,,/img/derivatives/iiif/0315/manifest.json,,,,,亀山
0316,末広五十三次　関,0316,nishikie_item,qatar,"/img/derivatives/iiif/images/0316_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0316_001/full/1140,/0/default.jpg",末広五十三次　関,末広五十三次,東京大学史料編纂所,0380-8-(48),一雄斎国輝画,（慶応元年閏５月）(18650055550),,,大判,竪絵 １枚,錦絵,なし,長州征伐（禁門の変）,風景画,,/img/derivatives/iiif/0316/manifest.json,,,,,関
0317,末広五十三次　坂ノ下,0317,nishikie_item,qatar,"/img/derivatives/iiif/images/0317_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0317_001/full/1140,/0/default.jpg",末広五十三次　坂ノ下,末広五十三次,東京大学史料編纂所,0380-8-(49),応需広重（二代目）画,（慶応元年閏５月）(18650055550),,,大判,竪絵 １枚,錦絵,なし,長州征伐（禁門の変）,風景画,,/img/derivatives/iiif/0317/manifest.json,,,,,坂ノ下
0318,末広五十三次　土山,0318,nishikie_item,qatar,"/img/derivatives/iiif/images/0318_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0318_001/full/1140,/0/default.jpg",末広五十三次　土山,末広五十三次,東京大学史料編纂所,0380-8-(50),貞秀画,（慶応元年閏５月）(18650055550),,,大判,竪絵 １枚,錦絵,なし,長州征伐（禁門の変）,風景画,,/img/derivatives/iiif/0318/manifest.json,,,,,土山
0319,末広五十三駅　水口,0319,nishikie_item,qatar,"/img/derivatives/iiif/images/0319_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0319_001/full/1140,/0/default.jpg",末広五十三駅　水口,末広五十三次,東京大学史料編纂所,0380-8-(51),五雲亭貞秀画,慶応元年閏５月(18650055550),,,大判,竪絵 １枚,錦絵,あり,長州征伐（禁門の変）,風景画,,/img/derivatives/iiif/0319/manifest.json,,閏五改,,,水口
0320,末広五十三次　石部,0320,nishikie_item,qatar,"/img/derivatives/iiif/images/0320_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0320_001/full/1140,/0/default.jpg",末広五十三次　石部,末広五十三次,東京大学史料編纂所,0380-8-(52),芳盛画,慶応元年閏５月(18650055550),相模屋藤吉（相ト）,下谷,大判,竪絵 １枚,錦絵,あり,長州征伐（禁門の変）,風景画,,/img/derivatives/iiif/0320/manifest.json,,閏五改,,,石部
0321,末広五十三次　草津,0321,nishikie_item,qatar,"/img/derivatives/iiif/images/0321_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0321_001/full/1140,/0/default.jpg",末広五十三次　草津,末広五十三次,東京大学史料編纂所,0380-8-(53),魁斎芳年筆,（慶応元年閏５月）(18650055550),,,大判,竪絵 １枚,錦絵,なし,長州征伐（禁門の変）,風景画,,/img/derivatives/iiif/0321/manifest.json,,,,,草津
0322,末広五十三次　大津,0322,nishikie_item,qatar,"/img/derivatives/iiif/images/0322_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0322_001/full/1140,/0/default.jpg",末広五十三次　大津,末広五十三次,東京大学史料編纂所,0380-8-(54),五雲亭貞秀画,慶応元年閏５月(18650055550),,,大判,竪絵 １枚,錦絵,あり,長州征伐（禁門の変）,風景画,,/img/derivatives/iiif/0322/manifest.json,,閏五改,,,大津
0323,末広五十三次　京都,0323,nishikie_item,qatar,"/img/derivatives/iiif/images/0323_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0323_001/full/1140,/0/default.jpg",末広五十三次　京都,末広五十三次,東京大学史料編纂所,0380-8-(55),魁斎芳年筆,（慶応元年閏５月）(18650055550),,,大判,竪絵 １枚,錦絵,なし,長州征伐（禁門の変）,風景画,,/img/derivatives/iiif/0323/manifest.json,,,,,京都
0324,〔雷療治の図〕,0324,nishikie_item,qatar,"/img/derivatives/iiif/images/0324_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0324_001/full/1140,/0/default.jpg",〔雷療治の図〕,地震及世態漫画集,東京大学史料編纂所,0380-13-(1),応需為直画印,（嘉永３年８月）(18500080550),？,？,大判,竪絵 ２枚続,あり,なし,災害／飢饉,,嘉永３年８月８日江戸大雷の諷刺、黒、青、赤の３色、落雷場所附けあり、それぞれの鬼のことばあり,/img/derivatives/iiif/0324/manifest.json,,,雷神,,
0325,地震鞠うた,0325,nishikie_item,qatar,"/img/derivatives/iiif/images/0325_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0325_001/full/1140,/0/default.jpg",地震鞠うた,地震及世態漫画集,東京大学史料編纂所,0380-13-(2),なし,（安政２年１０月）(18550100550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,鯰絵,かぞえうたあり,/img/derivatives/iiif/0325/manifest.json,,,安政大地震,,
0326,名石千歳刎　男之助せりふ,0326,nishikie_item,qatar,"/img/derivatives/iiif/images/0326_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0326_001/full/1140,/0/default.jpg",名石千歳刎　男之助せりふ,地震及世態漫画集,東京大学史料編纂所,0380-13-(3),なし,（安政２年１０月）(18550100550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,鯰絵,「めいせきせんざいはね」、せりふあり,/img/derivatives/iiif/0326/manifest.json,,,安政大地震,,
0327,夜無情浮世有様,0327,nishikie_item,qatar,"/img/derivatives/iiif/images/0327_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0327_001/full/1140,/0/default.jpg",夜無情浮世有様,地震及世態漫画集,東京大学史料編纂所,0380-13-(4),なし,（安政２年１０月）(18550100550),,,大判,竪絵 ２枚続,錦絵,なし,災害／地震,鯰絵,「よはなさけなくうきよのありさま」、与話情浮名横櫛は嘉永６年中村座初演、詞あり,/img/derivatives/iiif/0327/manifest.json,お富/与三郎,,安政大地震,,
0328,（なまず明烏花焼衣）,0328,nishikie_item,qatar,"/img/derivatives/iiif/images/0328_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0328_001/full/1140,/0/default.jpg",（なまず明烏花焼衣）,地震及世態漫画集,東京大学史料編纂所,0380-13-(5),なし,（安政２年１０月）(18550100550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,鯰絵,詞あり,/img/derivatives/iiif/0328/manifest.json,,,安政大地震/明烏,,
0329,風流葉唄尽,0329,nishikie_item,qatar,"/img/derivatives/iiif/images/0329_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0329_001/full/1140,/0/default.jpg",風流葉唄尽,地震及世態漫画集,東京大学史料編纂所,0380-13-(6),なし,（安政２年１０月）(18550100550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,鯰絵,風雷山人戯述、雨風とあり、端唄あり,/img/derivatives/iiif/0329/manifest.json,風雷山人,,安政大地震/鬼,,
0330,（なまず万歳楽）,0330,nishikie_item,qatar,"/img/derivatives/iiif/images/0330_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0330_001/full/1140,/0/default.jpg",（なまず万歳楽）,地震及世態漫画集,東京大学史料編纂所,0380-13-(7),なし,（安政２年１０月）(18550100550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,鯰絵,万歳あり,/img/derivatives/iiif/0330/manifest.json,,,安政大地震/万歳,,
0331,はうたづくし,0331,nishikie_item,qatar,"/img/derivatives/iiif/images/0331_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0331_001/full/1140,/0/default.jpg",はうたづくし,地震及世態漫画集,東京大学史料編纂所,0380-13-(8),なし,（安政２年１０月）(18550100550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,鯰絵,端唄あり,/img/derivatives/iiif/0331/manifest.json,,,読売り/安政大地震,,
0332,どうが如来世直しちょぼくれ,0332,nishikie_item,qatar,"/img/derivatives/iiif/images/0332_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0332_001/full/1140,/0/default.jpg",どうが如来世直しちょぼくれ,地震及世態漫画集,東京大学史料編纂所,0380-13-(9),なし,（安政２年１０月）(18550100550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,鯰絵,ちょぼくれあり,/img/derivatives/iiif/0332/manifest.json,,,安政大地震/鬼/ちょぼくれ,,
0333,ちょぼくれちょんがれ,0333,nishikie_item,qatar,"/img/derivatives/iiif/images/0333_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0333_001/full/1140,/0/default.jpg",ちょぼくれちょんがれ,地震及世態漫画集,東京大学史料編纂所,0380-13-(10),なし,（安政２年１０月）(18550100550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,鯰絵,ちょぼくれあり,/img/derivatives/iiif/0333/manifest.json,,,竹馬/安政大地震/ちょぼくれ,,
0334,地震のすちゃらか,0334,nishikie_item,qatar,"/img/derivatives/iiif/images/0334_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0334_001/full/1140,/0/default.jpg",地震のすちゃらか,地震及世態漫画集,東京大学史料編纂所,0380-13-(11),なし,（安政２年１０月）(18550100550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,鯰絵,すちゃらかあり、０３８０－１２－（４１）と同一,/img/derivatives/iiif/0334/manifest.json,,,安政大地震/すちゃらか,,
0335,おいなまづ,0335,nishikie_item,qatar,"/img/derivatives/iiif/images/0335_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0335_001/full/1140,/0/default.jpg",おいなまづ,地震及世態漫画集,東京大学史料編纂所,0380-13-(12),なし,（安政２年１０月）(18550100550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,鯰絵,老松のかえうたあり、新吉原の仮宅場所付あり、０３８０－１２－（５３）も同一,/img/derivatives/iiif/0335/manifest.json,,,安政大地震/仮宅,,
0336,鯰のけんくわ,0336,nishikie_item,qatar,"/img/derivatives/iiif/images/0336_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0336_001/full/1140,/0/default.jpg",鯰のけんくわ,地震及世態漫画集,東京大学史料編纂所,0380-13-(13),なし,（安政２年１０月）(18550100550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,鯰絵,持丸・辻君・なまづ・職人のことばあり、０３８０－１２－（１３）と同一,/img/derivatives/iiif/0336/manifest.json,,,安政大地震/辻君,,
0337,自身除妙法,0337,nishikie_item,qatar,"/img/derivatives/iiif/images/0337_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0337_001/full/1140,/0/default.jpg",自身除妙法,地震及世態漫画集,東京大学史料編纂所,0380-13-(14),なし,（安政２年１０月）(18550100550),,,大判,横絵 １枚,錦絵,なし,災害／地震,鯰絵,「じしんよけのめうほう」、鹿島大明神の神話あり、０３８０－１２－（１９）と同一,/img/derivatives/iiif/0337/manifest.json,,,安政大地震/鹿島大明神,,
0338,大鯰江戸の賑ひ,0338,nishikie_item,qatar,"/img/derivatives/iiif/images/0338_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0338_001/full/1140,/0/default.jpg",大鯰江戸の賑ひ,地震及世態漫画集,東京大学史料編纂所,0380-13-(15),なし,（安政２年１０月）(18550100550),,,大判,横絵 ２枚続但し右半分なし,錦絵,なし,災害／地震,鯰絵,鯰が鯨の形で江戸湾に入った図、詞あり、「大国のつちうこかして市中へ宝の山をつむそめてたき」の歌あり,/img/derivatives/iiif/0338/manifest.json,,,安政大地震,,
0339,（ないない尽し）,0339,nishikie_item,qatar,"/img/derivatives/iiif/images/0339_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0339_001/full/1140,/0/default.jpg",（ないない尽し）,地震及世態漫画集,東京大学史料編纂所,0380-13-(16),なし,（文久３年３月）(18630030550),,,大判,竪絵 １枚,錦絵,なし,尊皇攘夷,,おわりは「こんどのひやうぎハわからない」,/img/derivatives/iiif/0339/manifest.json,,,生麦事件/読売り,,
0340,さやあて,0340,nishikie_item,qatar,"/img/derivatives/iiif/images/0340_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0340_001/full/1140,/0/default.jpg",さやあて,地震及世態漫画集,東京大学史料編纂所,0380-13-(17),なし,（安政２年１０月）(18550100550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,,くわじ伴左衛門となまづ山三の詞あり、「さやあて」は歌舞伎の趣向の一つ,/img/derivatives/iiif/0340/manifest.json,,,安政大地震,,
0341,（吉原言葉）,0341,nishikie_item,qatar,"/img/derivatives/iiif/images/0341_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0341_001/full/1140,/0/default.jpg",（吉原言葉）,地震及世態漫画集,東京大学史料編纂所,0380-13-(18),なし,（安政２年１０月）(18550100550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,鯰絵,９コマの絵にそれぞれ言葉がついたもの,/img/derivatives/iiif/0341/manifest.json,,,安政大地震,,
0342,家具（やく）はらひ,0342,nishikie_item,qatar,"/img/derivatives/iiif/images/0342_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0342_001/full/1140,/0/default.jpg",家具（やく）はらひ,地震及世態漫画集,東京大学史料編纂所,0380-13-(19),なし,（安政２年１０月）(18550100550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,,風雷山人の戯述あり,/img/derivatives/iiif/0342/manifest.json,風雷山人,,安政大地震/鬼,,
0343,持丸長者,0343,nishikie_item,qatar,"/img/derivatives/iiif/images/0343_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0343_001/full/1140,/0/default.jpg",持丸長者,地震及世態漫画集,東京大学史料編纂所,0380-13-(21),なし,（安政２年１０月）(18550100550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,,詞書あり,/img/derivatives/iiif/0343/manifest.json,,,安政大地震,,
0344,地震後野宿の図,0344,nishikie_item,qatar,"/img/derivatives/iiif/images/0344_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0344_001/full/1140,/0/default.jpg",地震後野宿の図,地震及世態漫画集,東京大学史料編纂所,0380-13-(22),なし,（安政２年１０月）(18550100550),,,大判,竪絵 １枚,錦絵,なし,災害／地震,,詞書あり,/img/derivatives/iiif/0344/manifest.json,,,安政大地震,,
0345,慶応元年丑１２月１２日の夜浅草雷神門類焼,0345,nishikie_item,qatar,"/img/derivatives/iiif/images/0345_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0345_001/full/1140,/0/default.jpg",慶応元年丑１２月１２日の夜浅草雷神門類焼,地震及世態漫画集,東京大学史料編纂所,0380-13-(23),よし藤画（芳藤）,慶応２年１月(18660010550),伊藤,？,大判,竪絵 １枚,錦絵,あり,災害／火事,,雷神と弁天の対話あり,/img/derivatives/iiif/0345/manifest.json,,寅正改,雷神/雷おこし/おたふく弁天,彫藤,
